"name" "year" "player_age" "b_total_pa" "b_k_pct" "b_bb_pct" "ops" "xops" "xba" "xslg" "xwoba" "xobp" "xiso" "exit_velocity_avg" "launch_angle_avg" "barrel_batted_rate" "solidcontact_pct" "hard_hit_pct" "z_swing_pct" "z_swing_miss_pct" "oz_swing_pct" "oz_swing_miss_pct" "oz_contact_pct" "iz_contact_pct"
"421" "Eric Thames" 2019 33 459 30.5 11.1 85.1 77.2 22.8 44.2 33 33 21.5 90.7 18.6 9.3 8.9 44.2 70.5 21.2 28.6 54.9 45.1 78.8
"422" "Stephen Vogt" 2019 35 280 23.6 7.1 80.4 80.4 25.6 49.4 33.6 31 23.7 89.8 22.4 10.4 9.3 41.1 69.2 19.5 35.9 38.1 61.9 80.5
"423" "Freddy Galvis" 2019 30 589 24.6 4.8 73.3 67.1 24 39.4 28.7 27.7 15.4 88.8 14.7 5.5 5.1 36.4 71.8 21.3 37.9 41.3 58.7 78.7
"424" "Logan Forsythe" 2019 32 367 27.2 12 67.8 74.6 23.8 41.1 32.5 33.5 17.3 89.3 12.3 5.5 7.8 40.1 52.9 17.6 11.7 38.9 61.1 82.1
"425" "Wilmer Flores" 2019 28 285 10.9 5.3 84.8 78.6 29.2 44.8 33.8 33.8 15.7 87.4 16.4 5.1 4.7 30.6 62.1 7.8 29.3 17.5 82.5 92.2
"426" "Cesar Puello" 2019 28 147 25.9 6.8 73.8 72.7 23.7 38.1 32.2 34.6 14.4 86.3 -3.5 6.8 2.3 26.1 59.8 16.5 31.2 53.1 46.9 83.5
"427" "Avisail Garcia" 2019 28 530 23.6 5.8 79.6 83.2 27.8 50.2 35.1 33 22.4 89.5 9.8 11.7 6.8 40.3 81.3 20.8 36 52.7 47.3 79.2
"428" "Hernan Perez" 2019 28 246 26.8 4.5 63.9 60.6 22.5 34.5 26.5 26.1 12 88.5 9.1 4.1 5.9 35.9 67.1 22.4 38.1 34.8 65.2 77.6
"429" "Ender Inciarte" 2019 29 230 17.8 11.3 74 65.8 23.4 32.3 29.6 33.5 9 83 9.7 1.9 3.8 17.6 68.8 17.4 28.4 28.6 71.4 82.6
"430" "Marcell Ozuna" 2019 29 549 20.8 11.3 80 92.1 29.1 54.8 38.7 37.3 25.7 91.8 13.5 12.1 6.7 49.2 68.1 16.7 27.6 47.9 52.1 83.3
"431" "Jonathan Villar" 2019 28 714 24.6 8.5 79.1 73.1 24.7 41.4 31.6 31.7 16.6 88.9 8.2 6.8 5.7 37.1 73.3 21.3 27.7 42.5 57.5 78.6
"432" "Danny Santana" 2019 29 511 29.5 4.9 85.7 82.1 27.6 50.2 34.6 31.9 22.6 91.4 13.5 9.5 7.3 43.6 73.9 23.8 38.4 47.4 52.6 76.1
"433" "Jesus Aguilar" 2019 29 369 22 11.7 71.1 78 24.6 44.3 33.6 33.7 19.7 89.4 13.8 7.5 7.5 38.3 63.8 20.5 27.7 36.8 63.2 79.3
"434" "Tim Beckham" 2019 29 328 31.1 6.4 75.3 70.6 22.2 42.6 30.1 28 20.4 87.2 10.8 8.4 8.4 33.8 64.8 19.7 29.4 52.2 47.8 80.3
"435" "Jon Berti" 2019 29 287 25.4 8.4 75.5 73 26.3 38.9 32.3 34.1 12.6 86.9 5.2 3.8 3.8 38 59.9 18.7 21.8 42.3 57.7 81.3
"436" "Keon Broxton" 2019 29 228 45.6 8.8 51.6 53.4 16.4 29.1 23.7 24.3 12.7 88.1 10.3 5.8 7.8 30.1 65.5 36.1 23.6 69.6 30.4 63.9
"437" "Brandon Crawford" 2019 32 560 20.9 9.5 65.4 72.8 24.4 40.8 31.3 32 16.4 87.8 8.3 5.4 6.5 35.1 77.1 21.5 28.3 44.8 55.2 78.5
"438" "C.J. Cron" 2019 29 499 21.4 5.8 78 88.4 27.7 55 36.9 33.4 27.3 91.1 12.7 15 4.8 45 69.1 17.6 32.5 40.3 59.7 82.4
"439" "Alex Dickerson" 2019 29 190 22.1 6.8 82 82.1 27.5 48.6 35.2 33.5 21.1 89.9 15.9 9 10.5 43.6 69.7 15.3 30 44.4 55.6 84.7
"440" "Yan Gomes" 2019 32 358 23.5 10.6 70.4 71.3 22 39.8 30.6 31.5 17.9 87.6 17.9 6.9 6.5 36.1 67.2 19.8 34.2 35.7 64.3 80.2
"441" "Robbie Grossman" 2019 30 482 17.8 12.2 68.2 75.2 26.8 39.2 33.2 36 12.4 87.7 12 2.4 5.7 30.9 59.8 9.9 16.3 35.9 64.1 90.1
"442" "Josh Harrison" 2019 32 147 18.4 4.1 48 69.6 24.2 41.4 29.7 28.2 17.3 86.3 19.6 5.4 5.4 29.5 75.4 24.8 37.3 31.6 68.4 75.2
"443" "Aaron Hicks" 2019 30 255 28.2 12.2 76.9 68.2 20.6 37.8 29.7 30.4 17.2 89.7 13.6 9.2 2 37.1 62.1 22.6 22.7 51.1 48.9 77.4
"444" "John Hicks" 2019 30 333 32.7 3.9 62 59.3 20.4 35.8 25.3 23.5 15.4 87.9 16.2 6.6 6.6 29.9 78.4 26.5 45.9 50.7 49.3 73.5
"445" "Eric Hosmer" 2019 30 667 24.4 6 73.5 72 25.5 41.7 30.9 30.3 16.2 90.8 2.1 7.2 4.8 46 71.7 17.8 32.8 48.1 51.9 82.2
"446" "Jason Kipnis" 2019 32 511 17.2 7.8 71.2 74.6 25.9 42.5 32.2 32.1 16.6 88.1 14.1 5.5 5.8 34.4 65.4 11.5 26.5 42.4 57.6 88.5
"447" "James McCann" 2019 29 476 28.8 6.3 78.8 76.7 25.9 45.2 32.7 31.5 19.3 90.2 10.8 9.2 5.6 44.2 67.8 18.9 32.9 47.3 52.7 81.1
"448" "Brad Miller" 2019 30 170 26.5 8.8 89.4 83.4 24.4 51.8 34.9 31.6 27.4 92.6 17.7 12.8 2.8 46.8 70.2 24.8 24.3 45.3 54.7 75.2
"449" "Austin Nola" 2019 30 267 23.6 8.6 79.5 69 23.8 37.4 30.3 31.6 13.6 87.4 16.3 3.4 9 35.6 63.3 16.1 22 43.1 56.9 83.9
"450" "Anthony Rendon" 2019 29 646 13.3 12.4 101 101.2 31.5 60 42 41.2 28.5 90.4 19.5 12 6.6 46.6 68.1 8.1 20.7 27 73 91.9
"451" "Marcus Semien" 2019 29 747 13.7 11.6 89.2 86.5 27.5 50.3 36.7 36.2 22.8 88.9 14.9 8.5 5.2 38.1 66.4 12.3 19.2 38.7 61.3 87.7
"452" "Travis Shaw" 2019 29 270 33 13.3 55.1 64.4 18.4 33.8 28.3 30.6 15.4 89 24.9 7.1 3.5 37.9 64.9 24.5 25.6 42.1 57.9 75.5
"453" "George Springer" 2019 30 556 20.3 12.1 97.4 96.5 28.8 58.2 40.4 38.3 29.4 89.8 10.4 14.1 5.9 44.8 69 20.1 20.9 47.1 52.9 79.9
"454" "Dee Strange-Gordon" 2019 31 421 14.5 4.3 66 59.9 25.1 31.3 26.5 28.6 6.2 84.3 5.9 0 1.5 19 72.4 12 34.4 25 75 88
"455" "Christian Vazquez" 2019 29 521 19.4 6.3 79.6 74.9 25.3 44.7 31.7 30.2 19.4 89.4 13.2 5.9 8.8 40.1 68.2 14.9 32.5 32.3 67.7 85.1
"456" "Kolten Wong" 2019 29 549 15.1 8.6 78 69.9 25 36.5 30.7 33.4 11.5 86.1 12.7 2.2 4.2 25.4 66.9 11.4 29.3 33.9 66.1 88.6
"457" "Didi Gregorius" 2019 29 344 15.4 4.9 71.8 69.4 24.5 40.8 29.7 28.6 16.3 88.2 17.7 5.5 6.6 35.8 76.6 13.7 37.4 38.6 61.4 86.3
"458" "Leury Garcia" 2019 28 618 22.5 3.4 68.2 64 24.7 35.9 27.9 28.1 11.2 88.2 6.2 3.8 3.1 29.9 72.1 16.7 35.7 40.6 59.4 83.3
"459" "Ildemaro Vargas" 2019 28 211 11.4 4.3 71.2 67.1 26.4 37.5 29.1 29.6 11.1 87.1 3.2 3.4 2.8 30.3 60.1 8.3 29.2 20.2 79.8 91.7
"460" "Randal Grichuk" 2019 28 628 26 5.6 73.8 72.7 24.1 43.7 30.9 29 19.6 89.3 16 8.5 7.3 39.8 69.4 16.7 33.3 48.9 51.1 83.3
"461" "Jake Marisnick" 2019 28 318 29.9 5.3 69.7 59.5 20.1 33.4 26.1 26.1 13.3 86.7 11.7 4 6 31.2 72.5 18.4 33 51.9 48.1 81.6
"462" "Max Stassi" 2019 28 147 33.3 8.2 37.8 51.3 17.5 26.2 23.6 25.1 8.7 89.3 12.4 3.5 4.7 41 62.4 25 22.7 67.3 32.7 75
"463" "Mike Trout" 2019 28 600 20 18.3 108.3 113.3 31.1 67.6 46 45.7 36.5 90.9 22.2 18.9 7.1 44.4 57.8 13.3 17.8 36.1 63.9 86.7
"464" "Odubel Herrera" 2019 28 139 23.7 7.9 62.9 63.3 22.7 34.1 27.9 29.2 11.4 88 11 4.3 3.2 30.9 71.3 15.3 35 52 48 84.7
"465" "Albert Almora Jr." 2019 25 363 17.1 4.4 64.8 68.2 25.8 39 29 29.2 13.3 86.3 8.5 4.6 2.8 27.5 67.4 13.6 37.9 40.4 59.6 86.4
"466" "Rio Ruiz" 2019 25 413 21.3 9.7 68.1 67.1 23.4 36.2 29.6 30.9 12.9 88.4 11.3 2.8 7.4 36.5 69.9 18.4 25.1 39.6 60.4 81.6
"467" "Tony Wolters" 2019 27 411 16.5 8.8 66.4 65.7 25.2 32.6 29.2 33.1 7.4 85.3 10.1 0 4 19.7 62.9 10.8 26.7 40.6 59.4 89.2
"468" "Bryce Harper" 2019 27 682 26.1 14.5 88.2 93.9 27.7 55.1 39 38.8 27.4 91.9 13.7 14.8 7.5 45.6 73.6 24 30 51.8 48.2 76
"469" "Roberto Perez" 2019 31 449 28.3 10 76.9 76.1 22.4 45.1 32.4 31 22.6 90.2 5.7 11 5.5 41.3 59.7 22.6 21.2 50 50 77.4
"470" "Leonys Martin" 2019 31 264 29.5 8 61.6 60.4 18.7 33.8 26.6 26.6 15.2 87.3 16.9 6.2 3.1 27.3 75.7 24.7 31.3 54 46 75.3
"471" "Jose Abreu" 2019 32 693 21.9 5.2 83.4 85.7 28.2 52.2 36.3 33.5 24 92.1 10.9 12.8 6.1 48.2 66.5 14.7 34.7 43.1 56.9 85.3
"472" "Elias Diaz" 2019 29 332 16.9 6.9 60.2 64.5 24.7 34 28.7 30.5 9.3 88.1 9.2 2.4 4 34.3 71.2 14.6 25.9 45.2 54.8 85.4
"473" "Omar Narvaez" 2019 27 482 19.1 9.8 81.3 77.4 26.2 43.4 33.4 34 17.2 85.5 17.8 5.3 5.9 28.1 72.3 19 26.3 31.5 68.5 81
"474" "Willians Astudillo" 2019 28 204 3.9 2.5 67.8 74.7 28.8 42.3 32.3 32.4 13.5 85.9 15.4 2.7 5.4 31.3 81.5 3.2 39.7 19.4 80.6 96.8
"475" "Eugenio Suarez" 2019 28 662 28.5 10.6 93 85.3 25.1 50.9 36.1 34.4 25.8 89.4 17.8 14 6.1 40.8 67.1 19.5 24 53 47 80.5
"476" "Gregory Polanco" 2019 28 167 29.3 7.2 72.4 69.4 22.7 40.6 29.6 28.8 17.9 89.4 18.4 9.6 4.8 30.4 78.2 21.5 29.2 54.6 45.4 78
"477" "Domingo Santana" 2019 27 507 32.3 9.9 76.9 82.2 25.4 49 34.9 33.2 23.6 89 11.3 12.1 5.9 42.1 69.3 24 24.9 53.6 46.4 76
"478" "Erik Gonzalez" 2019 28 156 23.7 5.8 61.2 58.6 22.9 30.6 25.1 28 7.7 87.4 4.5 2.8 0.9 27.8 75.6 16.4 36 52 48 83.6
"479" "Gio Urshela" 2019 28 476 18.3 5.3 88.9 83.7 28.9 50.4 35.3 33.3 21.6 90.6 13.5 7 8.4 41.8 74.1 17.8 40.1 29.6 70.4 82.2
"480" "Yolmer Sanchez" 2019 27 555 21.1 7.9 63.4 62.6 23.4 32.3 28 30.3 8.9 87.1 14.2 1 5.4 27 66.3 16.5 30.9 35.9 64.1 83.5
"481" "Jonathan Schoop" 2019 28 464 25 4.3 77.7 74.1 25.2 44.1 31.6 30 18.9 87.5 12.5 8.8 5.3 38.5 79.8 21.4 41.4 49.2 50.8 78.6
"482" "Matt Adams" 2019 31 333 34.5 6 74.1 76.7 23 48.4 32.3 28.3 25.5 88.6 19.6 14.8 8.2 43.9 70.5 21.6 34 52.8 47.2 78.4
"483" "Nolan Arenado" 2019 28 662 14 9.4 96.2 83.4 27.4 48.9 34.9 34.5 21.5 89.4 17.6 8 6.8 37.6 73.1 12 34.8 35.3 64.7 88
"484" "Tucker Barnhart" 2019 28 364 22.8 12.1 70.7 65.5 22.2 33.2 28.7 32.3 11 86.5 11.8 3 4.3 27.9 67.2 17.1 28 38.8 61.2 82.9
"485" "Justin Bour" 2019 31 170 30.6 10 62.3 66.3 19.3 38.3 28.9 28 19 89.3 10.4 11 7 42.9 58.9 20.3 30.3 45.2 54.8 79.7
"486" "Kyle Farmer" 2019 29 197 29.9 5.1 68.9 68.1 23.2 39.9 29 28.2 16.8 85.4 17.8 5.6 4.8 29.7 64.9 21.6 37.9 42.1 57.9 78.4
"487" "Scooter Gennett" 2019 29 139 29.5 1.4 56.8 53.5 20.8 30.3 23.4 23.2 9.6 86.3 13.2 2.1 5.3 25.5 73.2 19.8 45.6 32.8 67.2 80.2
"488" "Brian Goodwin" 2019 29 458 28.2 8.3 79.5 72.8 23.8 42 31.2 30.8 18.2 87.6 18.4 6.3 8 33.3 57.8 20.4 25.9 44.2 55.8 79.6
"489" "Billy Hamilton" 2019 29 353 24.6 9.1 56.1 56.7 22.6 26.8 26.1 29.9 4.3 80.7 15.2 0 0.4 7.3 65.2 16.6 25.9 41.8 58.2 83.4
"490" "Mitch Haniger" 2019 29 283 28.6 10.6 77.8 77.5 22.5 45.2 32.9 32.3 22.7 88.4 18.2 11.4 4.2 40.9 61 17.9 22.1 50.4 49.6 82.1
"491" "Enrique Hernandez" 2019 28 460 21.1 7.8 71.5 72.7 24.3 41.4 31.1 31.3 17.1 88.4 19.5 5.9 6.5 34.5 69.4 15.8 27.5 50.7 49.3 84.2
"492" "Brock Holt" 2019 31 295 19.3 9.5 77.1 71.5 26.3 37.1 31.8 34.4 10.8 87.5 11.2 1.5 5.3 31 58 12.9 25 33.3 66.7 87.1
"493" "Jake Lamb" 2019 29 226 24.3 14.2 67.6 79.5 23.2 43.4 34.6 36.1 20.2 90.7 14.2 8.2 11.9 42.5 62.7 13.6 24.3 52.8 47.2 86.4
"494" "Luke Maile" 2019 28 129 25.6 6.2 43.7 60.8 21.6 34.2 26.5 26.6 12.6 84.7 13.2 4.5 5.7 28.4 65.3 15.8 26.7 40.6 59.4 84.2
"495" "Max Muncy" 2019 29 589 25.3 15.3 88.9 92 27.2 52.7 39 39.3 25.5 89.8 14.4 12 7.9 43.4 62.6 22.9 19.6 46.2 53.8 77.1
"496" "Wil Myers" 2019 29 490 34.3 10.4 73.9 74.8 23.3 43.2 32.2 31.6 20 90.2 12.1 11.2 8.6 41.4 62.6 25.2 27.1 47.6 52.4 74.8
"497" "Tyler Naquin" 2019 28 294 22.4 4.8 79 79.3 27.7 47.8 33.3 31.5 20.1 90.7 12.4 9 4.2 38.9 74.3 18.6 35.7 37.9 62.1 81.4
"498" "Chris Owings" 2019 28 196 39.8 7.1 44.3 54.6 18.2 29.8 24.3 24.8 11.6 86.9 8.5 6.9 2.9 31.4 58.9 22.1 31.2 56.5 43.5 77.9
"499" "Josh Phegley" 2019 31 342 18.4 4.4 69.2 66.7 24.6 37.6 28.9 29.1 13 84.1 17.4 3.1 5 24.3 63.2 11.1 31.2 46.2 53.8 88.9
"500" "Stephen Piscotty" 2019 28 393 21.4 7.4 72 76 25.4 44.4 32.6 31.6 19 89.2 12.5 7.6 7.2 41 71 19.6 33.2 47 53 80.4
"501" "AJ Pollock" 2019 32 342 21.6 6.7 79.5 79.9 26.8 46.7 34.3 33.2 20 90.6 13.7 8 5.9 39.9 64.6 15.3 28.9 52.2 47.8 84.8
"502" "Joey Rickard" 2019 28 189 26.5 9.5 66.9 62.5 21.5 32.3 27.9 30.2 10.9 84.8 17.2 3.4 3.4 21.2 69 17.7 26.9 36.6 63.4 82.3
"503" "Kyle Seager" 2019 32 443 19.4 9.9 78.9 83.8 26.4 49.4 35.5 34.4 22.9 89.4 18.6 8.4 6.8 39.7 66.6 14.8 25.1 37.3 62.7 85.2
"504" "Luke Voit" 2019 28 510 27.8 13.9 84.2 86.4 24.9 49.6 36.7 36.8 24.7 89.7 12.5 13.2 7.3 41.5 77 25.7 22.4 62.7 37.3 74.3
"505" "Christian Walker" 2019 28 603 25.7 11.1 82.5 87.7 26.6 52.2 36.7 35.5 25.6 91.1 14.8 13.1 6.9 48.8 74.9 22 24 48.7 51.3 78
"506" "Mike Zunino" 2019 28 289 33.9 6.9 54.4 64.1 19.5 38.2 27.5 25.9 18.7 88.4 19.2 11.3 5.4 36.9 71.7 25.6 34.1 60.9 39.1 74.4
"507" "Ryan Goins" 2019 31 163 27 10.4 67.9 59.5 20.6 30 26.8 29.5 9.5 87.4 7.8 1 5.9 32.7 57.5 22.2 24.4 39.8 60.2 77.8
"508" "Matt Carpenter" 2019 34 492 26.2 12.8 72.5 75.5 22.4 41.8 33 33.7 19.4 88 19 7.2 8.5 31.1 61.2 18.8 20.6 45.6 54.4 81.2
"509" "Corey Dickerson" 2019 30 279 20.1 5.7 90.6 80.2 27.2 48.9 33.2 31.3 21.8 87.1 16.2 8.2 7.7 34.8 77.2 24.9 42.9 30.9 69.1 75.1
"510" "Brian Dozier" 2019 32 482 21.8 12.7 77.1 77.8 23.9 43.6 33.6 34.2 19.7 88.5 18.9 6.7 7.1 35.3 61.7 16.8 19.6 44.7 55.3 83.2
"511" "Dustin Garneau" 2019 32 101 21.8 9.9 75.4 66.3 20.7 34.5 29.9 31.8 13.8 84.5 20.7 4.7 4.7 25 70.2 17.5 15.5 37 63 82.5
"512" "Mike Yastrzemski" 2019 29 411 26 7.8 85.1 84.3 25.9 52 35.1 32.3 26.1 89.6 19.3 11.2 8.6 42.9 67.6 22.1 27 41 59 77.9
"513" "Willson Contreras" 2019 27 409 24.9 9.3 88.8 81.6 24.8 48.1 34.7 33.5 23.3 88.5 7.5 11.5 6.5 41.5 70.2 23.6 34.9 47.3 52.7 76.4
"514" "Jedd Gyorko" 2019 31 101 23.8 8.9 49.8 63.2 21.2 35 27.7 28.2 13.8 85.8 16.3 4.4 7.4 32.4 69.6 16.4 29 48.4 51.6 83.6
"515" "Jose Iglesias" 2019 29 530 13.2 3.8 72.4 68 27.1 37.6 29.6 30.4 10.4 84.2 6.9 2.5 2.3 24.2 67.1 10 45.7 22.5 77.5 90
"516" "Adeiny Hechavarria" 2019 30 221 21.7 6.3 74.2 70.7 23.5 41.2 30.6 29.5 17.7 87.7 11.6 6.4 5.8 30.1 71.4 14.3 35.8 43.4 56.6 85.7
"517" "Jose Osuna" 2019 27 285 16.8 6.3 76.5 76.5 27 44.6 33.1 31.9 17.6 89.2 9.6 5.1 6.5 37.4 74.5 16.7 30.9 35.3 64.7 83.3
"518" "Tyler Austin" 2019 28 179 37.4 13.4 70.5 75.8 19.7 45.3 32 30.5 25.6 91.5 14.8 15.9 8 48.8 63.9 24.4 25.8 69.4 30.6 75.6
"519" "Kris Bryant" 2019 27 634 22.9 11.7 90.3 82.5 25.1 46.9 35.4 35.6 21.8 87.5 19.1 9.3 6.8 34.1 73.7 20.8 27.3 45.4 54.6 79.2
"520" "Mark Canha" 2019 30 497 21.5 13.5 91.3 85.6 25 47.8 36.9 37.8 22.9 89.1 15.1 9.5 5.9 41.1 60.2 17.6 22.1 36.7 63.3 82.4
"521" "Curt Casali" 2019 31 236 25 10.6 74.1 71.9 23.6 39.9 31.2 32 16.3 87.2 19 6 5.3 31 66.8 14.9 20.3 46.4 53.6 85.1
"522" "Nick Castellanos" 2019 27 664 21.5 6.2 86.3 88.7 28.5 55.2 37 33.5 26.7 89 14 10.9 9.3 41.7 74.8 14.1 38.5 47.3 52.7 85.9
"523" "Delino DeShields" 2019 27 408 24.5 9.3 66.6 62.1 21.9 32 27.8 30.1 10.2 86.9 13.5 2.2 4.5 24.3 61.3 16 21.3 42.8 57.2 84
"524" "Brandon Drury" 2019 27 447 25.3 5.6 64.2 73 25.1 43.4 31.3 29.6 18.4 86.9 13.8 9.1 6.8 36.7 61.7 20.1 33.4 41.1 58.9 79.9
"525" "Ben Gamel" 2019 27 356 29.2 11.2 71 67.7 23.2 35.1 30.2 32.6 11.9 88.2 10.1 3.8 6.7 38 59.3 12.1 22.4 48.5 51.5 87.9
"526" "Niko Goodrum" 2019 27 472 29.2 9.7 74.3 71.5 24.1 39.8 31 31.7 15.7 89.3 13 6.3 8.7 41.8 67.8 22.8 30.4 50.3 49.7 77.2
"527" "Ryon Healy" 2019 27 187 21.4 7 74.4 75.4 24.6 44.6 32.7 30.8 20.1 89.6 17 9 4.5 39.2 64.6 11 28.1 56.8 43.2 89
"528" "Bryan Holaday" 2019 32 129 16.3 8.5 77.6 65.4 23.9 34.4 28.4 31 10.5 88.3 10.8 1 5.2 34.4 65.6 10.8 24.8 43.1 56.9 89.2
"529" "JaCoby Jones" 2019 27 333 28.2 8.1 73.9 76.8 24.9 44.4 32.7 32.4 19.6 91.6 14 10.7 6.8 47.5 64.6 14.9 29.6 49.2 50.8 85.1
"530" "Aaron Judge" 2019 27 447 31.5 14.3 92 96.3 27.7 57.5 40.1 38.8 29.8 96 11.2 19.7 13 58.4 66.6 24 22.7 66.8 33.2 76
"531" "Manny Machado" 2019 27 661 19.4 9.8 79.6 82 26.7 47.4 34.9 34.6 20.7 91.2 12.9 8 8 43.7 69 14.8 28.5 42.7 57.3 85.2
"532" "Colin Moran" 2019 27 503 23.3 6 75.1 75.6 26.3 44.6 32 31 18.3 88.2 12.4 7.4 6.5 34.8 75.3 16 35.7 39.6 60.4 84
"533" "Joc Pederson" 2019 27 514 21.6 9.7 87.6 82.3 25.2 48.1 34.9 34.2 23 91.2 15.1 10.3 5 43.5 68.1 17.6 26.2 39.3 60.7 82.4
"534" "J.T. Realmuto" 2019 28 593 20.7 6.9 82 81.9 28.1 48 34.9 33.9 20 90.3 14.4 8.7 7.6 41.1 70.5 16.6 32.6 38.1 61.9 83.4
"535" "Hunter Renfroe" 2019 27 494 31.2 9.3 77.8 75 22.1 45.5 31.5 29.5 23.4 89.9 19.1 12 5.5 39.4 64.8 21.5 29.5 48 52 78.5
"536" "Eddie Rosario" 2019 28 590 14.6 3.7 80 80.2 26.8 50.6 33.6 29.6 23.8 89.2 16.8 8.5 7.1 36 80.8 15.8 43 29.2 70.8 84.2
"537" "Andrelton Simmons" 2019 30 424 8.7 5.7 67.3 62.3 24.4 33.1 27.6 29.2 8.7 87.8 9.5 1.7 2.8 33.6 66.8 7.2 29.9 29 71 92.8
"538" "Stevie Wilkerson" 2019 27 361 29.9 6.1 66.8 58.6 20.2 32 25.8 26.6 11.8 86.3 11.1 3.6 7.1 30.4 60.3 19.4 32.7 40.9 59.1 80.6
"539" "Christian Yelich" 2019 28 580 20.3 13.8 110 104.8 31.5 62.9 42.8 41.9 31.4 93.2 11.3 15.8 6.4 49.1 69.6 16.1 27.9 49.6 50.4 83.9
"540" "Whit Merrifield" 2019 30 735 17.1 6.1 81.1 77.7 28.6 44.2 33.2 33.5 15.6 87 15.6 4.3 5.7 29 67.9 14.2 30.6 33 67 85.8
"541" "Xander Bogaerts" 2019 27 698 17.5 10.9 93.9 84.3 27.8 48.4 36.1 35.9 20.6 90.6 13.2 8.4 7 44.1 56.2 13.8 27.4 34 66 86.2
"542" "Marco Hernandez" 2019 27 155 27.1 1.9 61.5 53.3 21.7 28.4 23.7 24.9 6.6 87 6.4 1.9 0.9 23.3 77.8 25.9 44.1 50 50 74.1
"543" "Hanser Alberto" 2019 27 550 9.1 2.9 74.9 71 28.3 40.1 30.8 30.9 11.9 84.4 11.8 2.9 2.7 18.5 73.4 8.2 44.8 23.8 76.2 91.8
"544" "Jorge Polanco" 2019 26 704 16.5 8.5 84 82.1 27.7 47.8 34.9 34.3 20.1 88 18.9 6.7 8.2 33.1 65.3 10.5 26.6 32 68 89.5
"545" "Miguel Sano" 2019 26 439 36.2 12.5 92.3 88.7 23.6 55.1 36.9 33.6 31.6 94.4 15.9 21.2 6.3 57.2 65.3 24.6 26.1 63.6 36.4 75.4
"546" "Rosell Herrera" 2019 27 119 22.7 9.2 60 61.1 21.9 30.5 27.5 30.6 8.6 87.9 11.8 2.5 2.5 27.8 67.3 17.9 24.3 64.2 35.8 82.1
"547" "Wilmer Difo" 2019 27 144 20.1 8.3 62.5 62.6 24.3 31.8 27.1 30.8 7.6 83.9 10.1 0 5.8 19.4 77.9 24.6 29.9 34.5 65.5 75.4
"548" "Kole Calhoun" 2019 32 632 25.6 11.1 79.2 81.7 24.5 47.9 34.4 33.8 23.4 89.5 14.9 11.2 8.4 42.6 73.5 22.5 25.8 56.9 43.1 77.5
"549" "Adam Duvall" 2019 31 130 30 5.4 88.2 78.3 19.9 52.9 32 25.4 33.1 91.1 25.6 15.9 8.5 32.9 64.7 19.8 33.5 44 56 80.2
"550" "Adam Eaton" 2019 31 656 16.2 9.9 78.7 77 26.3 41.7 33.6 35.3 15.3 88.9 15.3 3.8 6.6 34.3 61.8 11.1 26.3 31.8 68.2 88.9
"551" "Greg Garcia" 2019 30 372 22.3 14.2 71.7 65.7 22.3 31.1 30.2 34.6 8.8 85.9 4.5 2.6 1.7 27 51.3 9.1 16.4 37.7 62.3 90.9
"552" "Kevin Kiermaier" 2019 29 480 21.7 5.4 67.5 70.1 25 40.2 30.2 29.9 15.3 89.2 6.9 5.5 4.3 37.7 75.1 15.9 34.9 44.2 55.8 84.1
"553" "Andrew Knapp" 2019 28 160 31.9 11.3 63.6 70.1 21.6 37.9 30.4 32.2 16.3 89.2 16.1 9.1 2.3 42 75.4 22.6 28.8 53.2 46.8 77.4
"554" "JT Riddle" 2019 28 139 30.2 3.6 60.1 63.7 20.4 39.3 26.7 24.4 19 88.9 9.9 8.9 4.4 30 68.8 23.3 38.3 51.5 48.5 76.7
"555" "Jorge Alfaro" 2019 26 465 33.1 4.7 73.6 76.3 25.1 46 32.4 30.3 20.9 90.8 4.7 11.5 6.8 44.8 79.6 27.2 48.1 51.7 48.3 72.8
"556" "Jurickson Profar" 2019 26 518 14.5 9.3 71.1 77.5 25.6 43.8 33.4 33.7 18.2 86.7 14 6.5 4.9 31.3 65.6 12.7 26.1 37.3 62.7 87.3
"557" "Javier Baez" 2019 27 561 27.8 5 84.7 81.5 26.9 51 33.9 30.5 24.1 91.1 7.8 12.7 5 43.6 73.1 24.8 42.3 49.1 50.9 75.2
"558" "Jake Cave" 2019 27 228 31.1 9.2 80.5 84.7 26.5 48.8 36.2 35.9 22.3 90.5 7.4 12.5 4.7 43.8 71.3 19.2 29 56.4 43.6 80.8
"559" "Cam Gallagher" 2019 27 142 19.7 7.7 67.5 58.8 21 29.9 26.5 28.9 8.9 86.3 12.8 2 2 24 61.6 8.4 25.9 36.7 63.3 91.6
"560" "Austin Hedges" 2019 27 347 31.4 7.8 56.2 63.1 19.9 35.7 27.1 27.4 15.8 86.7 21.8 8.3 5.8 32.5 70 22.6 34.1 53 47 77.4
"561" "Francisco Lindor" 2019 26 654 15 7 85.3 79.7 27.6 46.7 33.6 33 19.1 91 12.2 7.5 4.7 41 72.1 10.3 31.9 30.7 69.3 89.7
"562" "Rougned Odor" 2019 25 581 30.6 9 72.1 77.2 22.3 47.1 32.4 30.1 24.8 91.1 17.9 13.6 6.4 45.6 66.8 20.1 29.6 48.5 51.5 79.9
"563" "Austin Slater" 2019 27 192 30.7 11.5 75 77.1 23.3 44.2 32.9 32.9 21 88.5 3.4 10.1 6.4 48.6 60.8 25.4 23.2 52.7 47.3 74.6
